"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2022/09/20","01:18","0.787","-","0.69"
"2022/09/20","01:24","0.798","-","0.7"
"2022/09/20","01:30","0.811","-","0.71"
"2022/09/20","01:36","0.824","-","0.72"
"2022/09/20","01:42","0.838","-","0.73"
"2022/09/20","01:48","0.853","-","0.74"
"2022/09/20","01:54","0.869","-","0.75"
"2022/09/20","02:00","0.886","-","0.77"
"2022/09/20","02:06","0.904","-","0.8"
"2022/09/20","02:12","0.922","-","0.82"
"2022/09/20","02:18","0.941","-","0.83"
"2022/09/20","02:24","0.961","-","0.85"
"2022/09/20","02:30","0.982","-","0.87"
"2022/09/20","02:36","1.003","-","0.9"
"2022/09/20","02:42","1.024","-","0.92"
"2022/09/20","02:48","1.046","-","0.95"
"2022/09/20","02:54","1.068","-","0.98"
"2022/09/20","03:00","1.091","-","1"
"2022/09/20","03:06","1.113","-","1.02"
"2022/09/20","03:12","1.136","-","1.05"
"2022/09/20","03:18","1.159","-","1.07"
"2022/09/20","03:24","1.181","-","1.1"
"2022/09/20","03:30","1.204","-","1.13"
"2022/09/20","03:36","1.227","-","1.15"
"2022/09/20","03:42","1.25","-","1.19"
"2022/09/20","03:48","1.272","-","1.2"
"2022/09/20","03:54","1.295","-","1.22"
"2022/09/20","04:00","1.317","-","1.25"
"2022/09/20","04:06","1.339","-","1.27"
"2022/09/20","04:12","1.361","-","1.3"
"2022/09/20","04:18","1.383","-","1.33"
"2022/09/20","04:24","1.405","-","1.35"
"2022/09/20","04:30","1.426","-","1.37"
"2022/09/20","04:36","1.448","-","1.4"
"2022/09/20","04:42","1.469","-","1.42"
"2022/09/20","04:48","1.49","-","1.45"
"2022/09/20","04:54","1.51","-","1.47"
"2022/09/20","05:00","1.531","-","1.49"
"2022/09/20","05:06","1.55","-","1.51"
"2022/09/20","05:12","1.57","-","1.54"
"2022/09/20","05:18","1.589","-","1.56"
"2022/09/20","05:24","1.608","-","1.58"
"2022/09/20","05:30","1.626","-","1.61"
"2022/09/20","05:36","1.643","-","1.63"
"2022/09/20","05:42","1.66","-","1.66"
"2022/09/20","05:48","1.676","-","1.68"
"2022/09/20","05:54","1.691","-","1.7"
"2022/09/20","06:00","1.706","-","1.72"
"2022/09/20","06:06","1.72","-","1.76"
"2022/09/20","06:12","1.732","-","1.78"
"2022/09/20","06:18","1.744","-","1.79"
"2022/09/20","06:24","1.755","-","1.8"
"2022/09/20","06:30","1.765","-","1.81"
"2022/09/20","06:36","1.774","-","1.82"
"2022/09/20","06:42","1.781","-","1.84"
"2022/09/20","06:48","1.788","-","1.87"
"2022/09/20","06:54","1.794","-","1.88"
"2022/09/20","07:00","1.799","-","1.89"
"2022/09/20","07:06","1.802","-","1.9"
"2022/09/20","07:12","1.805","-","1.9"
"2022/09/20","07:18","1.806","-","1.91"
"2022/09/20","07:24","1.807","-","1.91"
"2022/09/20","07:30","1.807","-","1.92"
"2022/09/20","07:36","1.805","-","1.93"
"2022/09/20","07:42","1.803","-","1.93"
"2022/09/20","07:48","1.8","-","1.92"
"2022/09/20","07:54","1.796","-","1.91"
"2022/09/20","08:00","1.792","-","1.9"
"2022/09/20","08:06","1.786","-","1.9"
"2022/09/20","08:12","1.78","-","1.9"
"2022/09/20","08:18","1.772","-","1.9"
"2022/09/20","08:24","1.764","-","1.89"
"2022/09/20","08:30","1.756","-","1.88"
"2022/09/20","08:36","1.746","-","1.87"
"2022/09/20","08:42","1.736","-","1.86"
"2022/09/20","08:48","1.726","-","1.84"
"2022/09/20","08:54","1.714","-","1.82"
"2022/09/20","09:00","1.702","-","1.81"
"2022/09/20","09:06","1.689","-","1.79"
"2022/09/20","09:12","1.676","-","1.78"
"2022/09/20","09:18","1.662","-","1.76"
"2022/09/20","09:24","1.648","-","1.74"
"2022/09/20","09:30","1.633","-","1.72"
"2022/09/20","09:36","1.618","-","1.69"
"2022/09/20","09:42","1.603","-","1.67"
"2022/09/20","09:48","1.587","-","1.64"
"2022/09/20","09:54","1.571","-","1.62"
"2022/09/20","10:00","1.554","-","1.6"
"2022/09/20","10:06","1.537","-","1.58"
"2022/09/20","10:12","1.52","-","1.56"
"2022/09/20","10:18","1.503","-","1.54"
"2022/09/20","10:24","1.486","-","1.52"
"2022/09/20","10:30","1.469","-","1.5"
"2022/09/20","10:36","1.452","-","1.49"
"2022/09/20","10:42","1.434","-","1.47"
"2022/09/20","10:48","1.417","-","1.45"
"2022/09/20","10:54","1.4","-","1.44"
"2022/09/20","11:00","1.382","-","1.42"
"2022/09/20","11:06","1.365","-","1.41"
"2022/09/20","11:12","1.347","-","1.4"
"2022/09/20","11:18","1.33","-","1.38"
"2022/09/20","11:24","1.312","-","1.37"
"2022/09/20","11:30","1.295","-","1.34"
"2022/09/20","11:36","1.277","-","1.3"
"2022/09/20","11:42","1.259","-","1.29"
"2022/09/20","11:48","1.242","-","1.28"
"2022/09/20","11:54","1.224","-","1.27"
"2022/09/20","12:00","1.206","-","1.25"
"2022/09/20","12:06","1.188","-","1.22"
"2022/09/20","12:12","1.17","-","1.21"
"2022/09/20","12:18","1.152","-","1.19"
"2022/09/20","12:24","1.134","-","1.17"
"2022/09/20","12:30","1.115","-","1.16"
"2022/09/20","12:36","1.097","-","1.16"
"2022/09/20","12:42","1.08","-","1.14"
"2022/09/20","12:48","1.062","-","1.12"
"2022/09/20","12:54","1.045","-","1.09"
"2022/09/20","13:00","1.027","-","1.07"
"2022/09/20","13:06","1.011","-","1.05"
"2022/09/20","13:12","0.995","-","1.03"
"2022/09/20","13:18","0.979","-","1"
"2022/09/20","13:24","0.964","-","0.99"
"2022/09/20","13:30","0.95","-","0.98"
"2022/09/20","13:36","0.937","-","0.97"
"2022/09/20","13:42","0.925","-","0.95"
"2022/09/20","13:48","0.913","-","0.94"
"2022/09/20","13:54","0.903","-","0.92"
"2022/09/20","14:00","0.893","-","0.9"
"2022/09/20","14:06","0.885","-","0.9"
"2022/09/20","14:12","0.878","-","0.88"
"2022/09/20","14:18","0.872","-","0.85"
"2022/09/20","14:24","0.868","-","0.87"
"2022/09/20","14:30","0.864","-","0.83"
"2022/09/20","14:36","0.861","-","0.82"
"2022/09/20","14:42","0.86","-","0.82"
"2022/09/20","14:48","0.86","-","0.81"
"2022/09/20","14:54","0.86","-","0.8"
"2022/09/20","15:00","0.862","-","0.79"
"2022/09/20","15:06","0.865","-","0.79"
"2022/09/20","15:12","0.868","-","0.79"
"2022/09/20","15:18","0.873","-","0.79"
"2022/09/20","15:24","0.878","-","0.79"
"2022/09/20","15:30","0.884","-","0.8"
"2022/09/20","15:36","0.89","-","0.79"
"2022/09/20","15:42","0.897","-","0.8"
"2022/09/20","15:48","0.905","-","0.8"
"2022/09/20","15:54","0.913","-","0.82"
"2022/09/20","16:00","0.922","-","0.82"
"2022/09/20","16:06","0.931","-","0.84"
"2022/09/20","16:12","0.94","-","0.85"
"2022/09/20","16:18","0.95","-","0.85"
"2022/09/20","16:24","0.96","-","0.87"
"2022/09/20","16:30","0.971","-","0.88"
"2022/09/20","16:36","0.982","-","0.88"
"2022/09/20","16:42","0.993","-","0.89"
"2022/09/20","16:48","1.005","-","0.9"
"2022/09/20","16:54","1.016","-","0.91"
"2022/09/20","17:00","1.028","-","0.92"
"2022/09/20","17:06","1.04","-","0.94"
"2022/09/20","17:12","1.052","-","0.93"
"2022/09/20","17:18","1.065","-","0.92"
"2022/09/20","17:24","1.077","-","0.93"
"2022/09/20","17:30","1.089","-","0.94"
"2022/09/20","17:36","1.101","-","0.94"
"2022/09/20","17:42","1.114","-","0.95"
"2022/09/20","17:48","1.125","-","0.95"
"2022/09/20","17:54","1.137","-","0.96"
"2022/09/20","18:00","1.148","-","0.96"
"2022/09/20","18:06","1.159","-","0.98"
"2022/09/20","18:12","1.17","-","0.98"
"2022/09/20","18:18","1.18","-","0.98"
"2022/09/20","18:24","1.189","-","0.98"
"2022/09/20","18:30","1.198","-","0.98"
"2022/09/20","18:36","1.206","-","0.99"
"2022/09/20","18:42","1.213","-","1"
"2022/09/20","18:48","1.22","-","1"
"2022/09/20","18:54","1.225","-","1.01"
"2022/09/20","19:00","1.23","-","1.01"
"2022/09/20","19:06","1.234","-","1.02"
"2022/09/20","19:12","1.237","-","1"
"2022/09/20","19:18","1.239","-","1.01"
"2022/09/20","19:24","1.239","-","1.01"
"2022/09/20","19:30","1.239","-","1.01"
"2022/09/20","19:36","1.238","-","1.01"
"2022/09/20","19:42","1.236","-","1.01"
"2022/09/20","19:48","1.233","-","1"
"2022/09/20","19:54","1.229","-","1"
"2022/09/20","20:00","1.225","-","1"
"2022/09/20","20:06","1.219","-","1"
"2022/09/20","20:12","1.212","-","0.98"
"2022/09/20","20:18","1.205","-","0.98"
"2022/09/20","20:24","1.197","-","0.97"
"2022/09/20","20:30","1.187","-","0.96"
"2022/09/20","20:36","1.178","-","0.95"
"2022/09/20","20:42","1.167","-","0.92"
"2022/09/20","20:48","1.156","-","0.91"
"2022/09/20","20:54","1.144","-","0.91"
"2022/09/20","21:00","1.132","-","0.9"
"2022/09/20","21:06","1.119","-","0.88"
"2022/09/20","21:12","1.105","-","0.88"
"2022/09/20","21:18","1.092","-","0.86"
"2022/09/20","21:24","1.077","-","0.84"
"2022/09/20","21:30","1.063","-","0.81"
"2022/09/20","21:36","1.048","-","0.8"
"2022/09/20","21:42","1.032","-","0.79"
"2022/09/20","21:48","1.017","-","0.76"
"2022/09/20","21:54","1.002","-","0.75"
"2022/09/20","22:00","0.986","-","0.74"
"2022/09/20","22:06","0.971","-","0.74"
"2022/09/20","22:12","0.956","-","0.71"
"2022/09/20","22:18","0.941","-","0.71"
"2022/09/20","22:24","0.926","-","0.68"
"2022/09/20","22:30","0.912","-","0.66"
"2022/09/20","22:36","0.898","-","0.66"
"2022/09/20","22:42","0.884","-","0.64"
"2022/09/20","22:48","0.871","-","0.63"
"2022/09/20","22:54","0.858","-","0.62"
"2022/09/20","23:00","0.847","-","0.62"
"2022/09/20","23:06","0.835","-","0.61"
"2022/09/20","23:12","0.825","-","0.59"
"2022/09/20","23:18","0.814","-","0.58"
"2022/09/20","23:24","0.805","-","0.57"
"2022/09/20","23:30","0.796","-","0.56"
"2022/09/20","23:36","0.788","-","0.57"
"2022/09/20","23:42","0.781","-","0.56"
"2022/09/20","23:48","0.774","-","0.56"
"2022/09/20","23:54","0.768","-","0.58"
"2022/09/21","00:00","0.762","-","0.56"
"2022/09/21","00:06","0.757","-","0.56"
"2022/09/21","00:12","0.752","-","0.56"
"2022/09/21","00:18","0.748","-","0.55"
"2022/09/21","00:24","0.744","-","0.56"
"2022/09/21","00:30","0.741","-","0.57"
"2022/09/21","00:36","0.738","-","0.57"
"2022/09/21","00:42","0.736","-","0.57"
"2022/09/21","00:48","0.734","-","0.58"
"2022/09/21","00:54","0.733","-","0.59"
"2022/09/21","01:00","0.732","-","0.58"
"2022/09/21","01:06","0.732","-","0.59"
"2022/09/21","01:12","0.732","-","0.61"
"2022/09/21","01:18","0.733","-","0.61"
"2022/09/21","01:24","0.734","-","0.63"
"2022/09/21","01:30","0.737","-","0.64"
"2022/09/21","01:36","0.74","-","0.66"
"2022/09/21","01:42","0.744","-","0.67"
"2022/09/21","01:48","0.749","-","0.68"
"2022/09/21","01:54","0.754","-","0.7"
"2022/09/21","02:00","0.761","-","0.72"
"2022/09/21","02:06","0.769","-","0.74"
"2022/09/21","02:12","0.778","-","0.77"
"2022/09/21","02:18","0.788","-","0.79"
"2022/09/21","02:24","0.799","-","0.83"
"2022/09/21","02:30","0.811","-","0.85"
"2022/09/21","02:36","0.824","-","0.88"
"2022/09/21","02:42","0.839","-","0.9"
"2022/09/21","02:48","0.855","-","0.9"
"2022/09/21","02:54","0.871","-","0.92"
"2022/09/21","03:00","0.889","-","0.94"
"2022/09/21","03:06","0.907","-","0.97"
"2022/09/21","03:12","0.927","-","1.02"
"2022/09/21","03:18","0.947","-","1.04"
"2022/09/21","03:24","0.968","-","1.07"
"2022/09/21","03:30","0.99","-","1.1"
"2022/09/21","03:36","1.012","-","1.12"
"2022/09/21","03:42","1.035","-","1.16"
"2022/09/21","03:48","1.058","-","1.18"
"2022/09/21","03:54","1.081","-","1.22"
"2022/09/21","04:00","1.105","-","1.25"
"2022/09/21","04:06","1.129","-","1.29"
"2022/09/21","04:12","1.153","-","1.32"
"2022/09/21","04:18","1.176","-","1.34"
"2022/09/21","04:24","1.2","-","1.38"
"2022/09/21","04:30","1.224","-","1.41"
"2022/09/21","04:36","1.248","-","1.45"
"2022/09/21","04:42","1.271","-","1.49"
"2022/09/21","04:48","1.295","-","1.52"
"2022/09/21","04:54","1.318","-","1.56"
"2022/09/21","05:00","1.341","-","1.59"
"2022/09/21","05:06","1.364","-","1.63"
"2022/09/21","05:12","1.386","-","1.66"
"2022/09/21","05:18","1.408","-","1.68"
"2022/09/21","05:24","1.43","-","1.72"
"2022/09/21","05:30","1.452","-","1.75"
"2022/09/21","05:36","1.474","-","1.79"
"2022/09/21","05:42","1.495","-","1.81"
"2022/09/21","05:48","1.516","-","1.84"
"2022/09/21","05:54","1.536","-","1.87"
"2022/09/21","06:00","1.556","-","1.9"
"2022/09/21","06:06","1.576","-","1.93"
"2022/09/21","06:12","1.595","-","1.96"
"2022/09/21","06:18","1.614","-","1.99"
"2022/09/21","06:24","1.632","-","2.02"
"2022/09/21","06:30","1.65","-","2.04"
"2022/09/21","06:36","1.667","-","2.06"
"2022/09/21","06:42","1.683","-","2.08"
"2022/09/21","06:48","1.698","-","2.11"
"2022/09/21","06:54","1.713","-","2.13"
"2022/09/21","07:00","1.727","-","2.15"
"2022/09/21","07:06","1.74","-","2.17"
"2022/09/21","07:12","1.752","-","2.19"
"2022/09/21","07:18","1.764","-","2.2"
"2022/09/21","07:24","1.774","-","2.22"
"2022/09/21","07:30","1.783","-","2.24"
"2022/09/21","07:36","1.791","-","2.26"
"2022/09/21","07:42","1.799","-","2.28"
"2022/09/21","07:48","1.805","-","2.3"
"2022/09/21","07:54","1.81","-","2.31"
"2022/09/21","08:00","1.814","-","2.32"
"2022/09/21","08:06","1.817","-","2.33"
"2022/09/21","08:12","1.819","-","2.34"
"2022/09/21","08:18","1.819","-","2.35"
"2022/09/21","08:24","1.819","-","2.35"
"2022/09/21","08:30","1.818","-","2.36"
"2022/09/21","08:36","1.815","-","2.36"
"2022/09/21","08:42","1.812","-","2.37"
"2022/09/21","08:48","1.808","-","2.36"
"2022/09/21","08:54","1.802","-","2.36"
"2022/09/21","09:00","1.796","-","2.36"
"2022/09/21","09:06","1.789","-","2.36"
"2022/09/21","09:12","1.781","-","2.35"
"2022/09/21","09:18","1.772","-","2.35"
"2022/09/21","09:24","1.762","-","2.35"
"2022/09/21","09:30","1.751","-","2.34"
"2022/09/21","09:36","1.739","-","2.33"
"2022/09/21","09:42","1.727","-","2.32"
"2022/09/21","09:48","1.714","-","2.32"
"2022/09/21","09:54","1.7","-","2.32"
"2022/09/21","10:00","1.686","-","2.32"
"2022/09/21","10:06","1.671","-","2.31"
"2022/09/21","10:12","1.655","-","2.29"
"2022/09/21","10:18","1.639","-","2.27"
"2022/09/21","10:24","1.623","-","2.26"
"2022/09/21","10:30","1.606","-","2.25"
"2022/09/21","10:36","1.589","-","2.23"
"2022/09/21","10:42","1.571","-","2.22"
"2022/09/21","10:48","1.553","-","2.2"
"2022/09/21","10:54","1.535","-","2.18"
"2022/09/21","11:00","1.517","-","2.16"
"2022/09/21","11:06","1.499","-","2.14"
"2022/09/21","11:12","1.481","-","2.13"
"2022/09/21","11:18","1.462","-","2.12"
"2022/09/21","11:24","1.444","-","2.1"
"2022/09/21","11:30","1.425","-","2.09"
"2022/09/21","11:36","1.407","-","2.07"
"2022/09/21","11:42","1.388","-","2.04"
"2022/09/21","11:48","1.369","-","2.02"
"2022/09/21","11:54","1.351","-","2"
"2022/09/21","12:00","1.332","-","1.98"
"2022/09/21","12:06","1.313","-","1.97"
"2022/09/21","12:12","1.295","-","1.97"
"2022/09/21","12:18","1.276","-","1.95"
"2022/09/21","12:24","1.257","-","1.93"
"2022/09/21","12:30","1.238","-","1.92"
"2022/09/21","12:36","1.218","-","1.91"
"2022/09/21","12:42","1.199","-","1.9"
"2022/09/21","12:48","1.179","-","1.89"
"2022/09/21","12:54","1.16","-","1.86"
"2022/09/21","13:00","1.14","-","1.85"
"2022/09/21","13:06","1.12","-","1.83"
"2022/09/21","13:12","1.1","-","1.82"
"2022/09/21","13:18","1.08","-","1.81"
"2022/09/21","13:24","1.061","-","1.8"
"2022/09/21","13:30","1.041","-","1.79"
"2022/09/21","13:36","1.021","-","1.78"
"2022/09/21","13:42","1.002","-","1.77"
"2022/09/21","13:48","0.984","-","1.76"
